StudentID; DepartmentID; CourseNumber; CourseDate(month, year); Credits; StudentGrade 
997;CS1;137;MAR/2020;3;89
169;PHY2;145;APR/2020;3;39
859;ART3;143;MAY/2020;6;72
684;ELE4;118;JUN/2020;6;69
342;ROB5;125;JUL/2020;3;66
895;CS1;136;AUG/2020;4;49
861;PHY2;140;SEP/2020;5;93
670;ART3;133;SEP/2020;6;51
787;ELE4;111;SEP/2020;3;42
302;ROB5;143;NOV/2020;2;82
309;CS1;136;JAN/2020;3;90
732;PHY2;148;FEB/2020;6;81
862;ART3;134;MAR/2020;4;99
781;ELE4;121;APR/2020;4;93
668;ROB5;133;MAY/2020;3;94
632;CS1;109;JUN/2020;5;62
665;PHY2;120;JUL/2020;3;88
373;ART3;110;AUG/2020;4;62
347;ELE4;143;SEP/2020;6;37
627;ROB5;142;SEP/2020;2;68
938;CS1;144;SEP/2020;3;36
798;PHY2;138;NOV/2020;6;87
362;ART3;134;JAN/2020;4;78
624;ELE4;111;FEB/2020;3;59
590;ROB5;144;MAR/2020;3;39
108;CS1;131;APR/2020;4;73
574;PHY2;106;MAY/2020;3;100
373;ART3;103;JUN/2020;4;45
306;ELE4;130;JUL/2020;3;64
975;ROB5;142;AUG/2020;4;37
441;CS1;120;SEP/2020;2;51
238;PHY2;132;SEP/2020;6;93
104;ART3;113;SEP/2020;2;81
913;ELE4;115;NOV/2020;6;48
236;ROB5;143;JAN/2020;5;51
297;CS1;105;FEB/2020;3;69
280;PHY2;117;MAR/2020;6;50
820;ART3;142;APR/2020;4;68
486;ELE4;114;MAY/2020;2;90
920;ROB5;131;JUN/2020;2;67
801;CS1;106;JUL/2020;2;99
852;PHY2;139;AUG/2020;3;99
976;ART3;124;SEP/2020;3;78
789;ELE4;121;SEP/2020;3;49
488;ROB5;110;SEP/2020;5;97
243;CS1;120;NOV/2020;6;78
675;PHY2;101;JAN/2020;4;92
878;ART3;146;FEB/2020;4;43
934;ELE4;104;MAR/2020;2;78
622;ROB5;149;APR/2020;3;91
818;CS1;130;MAY/2020;6;45
480;PHY2;124;JUN/2020;4;82
332;ART3;137;JUL/2020;5;59
705;ELE4;119;AUG/2020;4;70
824;ROB5;112;SEP/2020;6;73
108;CS1;123;SEP/2020;2;100
126;PHY2;118;SEP/2020;5;52
770;ART3;132;NOV/2020;6;73
964;ELE4;115;JAN/2020;2;93
924;ROB5;144;FEB/2020;2;97
671;CS1;100;MAR/2020;2;59
302;PHY2;141;APR/2020;6;42
558;ART3;115;MAY/2020;3;75
255;ELE4;105;JUN/2020;4;76
723;ROB5;122;JUL/2020;6;71
933;CS1;145;AUG/2020;4;82
230;PHY2;128;SEP/2020;2;71
729;ART3;134;SEP/2020;6;98
333;ELE4;144;SEP/2020;5;40
752;ROB5;104;NOV/2020;2;88
592;CS1;126;JAN/2020;2;41
199;PHY2;133;FEB/2020;5;56
369;ART3;149;MAR/2020;6;59
201;ELE4;102;APR/2020;4;86
489;ROB5;101;MAY/2020;6;97
694;CS1;113;JUN/2020;4;97
947;PHY2;130;JUL/2020;2;53
237;ART3;126;AUG/2020;3;58
658;ELE4;121;SEP/2020;6;82
852;ROB5;109;SEP/2020;3;85
995;CS1;100;SEP/2020;3;73
400;PHY2;141;NOV/2020;3;79
663;ART3;106;JAN/2020;4;89
181;ELE4;102;FEB/2020;4;65
308;ROB5;132;MAR/2020;6;36
835;CS1;149;APR/2020;4;83
341;PHY2;126;MAY/2020;3;54
299;ART3;126;JUN/2020;2;87
950;ELE4;121;JUL/2020;3;63
613;ROB5;126;AUG/2020;3;59
818;CS1;107;SEP/2020;6;98
908;PHY2;136;SEP/2020;5;99
354;ART3;136;SEP/2020;3;71
912;ELE4;147;NOV/2020;4;75
144;ROB5;104;JAN/2020;6;64
846;CS1;104;FEB/2020;5;74
845;PHY2;132;MAR/2020;3;97
909;ART3;140;APR/2020;5;87
192;ELE4;143;MAY/2020;6;70
170;ROB5;133;JUN/2020;6;68
983;CS1;107;JUL/2020;5;65
314;PHY2;131;AUG/2020;3;87
979;ART3;116;SEP/2020;6;67
113;ELE4;145;SEP/2020;4;40
623;ROB5;125;SEP/2020;4;92
915;CS1;119;NOV/2020;6;41
853;PHY2;112;JAN/2020;5;76
481;ART3;131;FEB/2020;6;81
386;ELE4;120;MAR/2020;2;39
390;ROB5;129;APR/2020;3;40
291;CS1;138;MAY/2020;2;85
326;PHY2;143;JUN/2020;6;64
461;ART3;127;JUL/2020;4;68
398;ELE4;111;AUG/2020;6;35
775;ROB5;126;SEP/2020;2;43
544;CS1;128;SEP/2020;4;36
106;PHY2;146;SEP/2020;5;38
651;ART3;114;NOV/2020;3;53
984;ELE4;141;JAN/2020;6;100
762;ROB5;115;FEB/2020;6;36
986;CS1;119;MAR/2020;5;43
976;PHY2;146;APR/2020;3;66
645;ART3;115;MAY/2020;3;86
847;ELE4;145;JUN/2020;5;52
419;ROB5;108;JUL/2020;2;58
140;CS1;112;AUG/2020;2;69
805;PHY2;138;SEP/2020;6;35
302;ART3;141;SEP/2020;4;67
133;ELE4;123;SEP/2020;2;62
866;ROB5;105;NOV/2020;3;81
983;CS1;114;JAN/2020;4;70
482;PHY2;142;FEB/2020;4;53
452;ART3;100;MAR/2020;2;58
830;ELE4;104;APR/2020;3;91
820;ROB5;139;MAY/2020;5;85
206;CS1;110;JUN/2020;5;45
103;PHY2;146;JUL/2020;3;52
636;ART3;128;AUG/2020;6;53
409;ELE4;139;SEP/2020;2;43
483;ROB5;105;SEP/2020;2;99
314;CS1;109;SEP/2020;2;50
460;PHY2;107;NOV/2020;2;98
638;ART3;120;JAN/2020;5;67
829;ELE4;140;FEB/2020;6;73
173;ROB5;140;MAR/2020;4;87
198;CS1;105;APR/2020;6;69
407;PHY2;145;MAY/2020;2;94
207;ART3;141;JUN/2020;2;72
753;ELE4;111;JUL/2020;4;75
870;ROB5;106;AUG/2020;6;54
151;CS1;106;SEP/2020;6;46
349;PHY2;100;SEP/2020;6;66
511;ART3;130;SEP/2020;2;76
522;ELE4;102;NOV/2020;6;54
441;ROB5;137;JAN/2020;2;93
215;CS1;132;FEB/2020;4;35
346;PHY2;121;MAR/2020;4;67
392;ART3;104;APR/2020;2;56
598;ELE4;112;MAY/2020;2;50
919;ROB5;107;JUN/2020;2;84
827;CS1;140;JUL/2020;6;61
172;PHY2;139;AUG/2020;6;90
475;ART3;143;SEP/2020;3;46
901;ELE4;110;SEP/2020;4;88
102;ROB5;111;SEP/2020;6;57
837;CS1;133;NOV/2020;6;41
458;PHY2;102;JAN/2020;5;69
661;ART3;118;FEB/2020;5;99
146;ELE4;146;MAR/2020;4;70
169;ROB5;129;APR/2020;6;100
133;CS1;103;MAY/2020;6;62
437;PHY2;141;JUN/2020;4;98
207;ART3;138;JUL/2020;5;69
334;ELE4;129;AUG/2020;4;40
567;ROB5;107;SEP/2020;6;69
258;CS1;101;SEP/2020;3;96
397;PHY2;133;SEP/2020;4;52
979;ART3;137;NOV/2020;3;71
770;ELE4;124;JAN/2020;2;85
130;ROB5;114;FEB/2020;6;49
572;CS1;133;MAR/2020;3;97
767;PHY2;115;APR/2020;4;45
456;ART3;107;MAY/2020;6;87
795;ELE4;110;JUN/2020;4;64
350;ROB5;118;JUL/2020;3;93
628;CS1;145;AUG/2020;4;40
586;PHY2;133;SEP/2020;3;93
130;ART3;106;SEP/2020;2;74
730;ELE4;108;SEP/2020;2;99
161;ROB5;102;NOV/2020;4;98
320;CS1;124;JAN/2020;5;79
915;PHY2;124;FEB/2020;2;75
549;ART3;137;MAR/2020;5;57
239;ELE4;135;APR/2020;3;80
744;ROB5;109;MAY/2020;3;53
742;CS1;100;JUN/2020;4;36
834;PHY2;120;JUL/2020;3;69
575;ART3;103;AUG/2020;6;61
508;ELE4;129;SEP/2020;5;52
498;ROB5;149;SEP/2020;4;36
394;CS1;136;SEP/2020;3;92
790;PHY2;128;NOV/2020;4;54
932;ART3;121;JAN/2020;5;97
375;ELE4;116;FEB/2020;2;65
203;ROB5;147;MAR/2020;6;66
933;CS1;150;APR/2020;3;69
338;PHY2;111;MAY/2020;3;75
968;ART3;131;JUN/2020;3;66
832;ELE4;136;JUL/2020;2;47
112;ROB5;140;AUG/2020;6;37
535;CS1;126;SEP/2020;3;41
901;PHY2;109;SEP/2020;2;36
571;ART3;132;SEP/2020;6;58
872;ELE4;133;NOV/2020;5;66
739;ROB5;112;JAN/2020;3;46
428;CS1;138;FEB/2020;4;90
986;PHY2;102;MAR/2020;5;73
892;ART3;100;APR/2020;5;96
943;ELE4;132;MAY/2020;5;58
665;ROB5;128;JUN/2020;5;71
582;CS1;136;JUL/2020;5;46
319;PHY2;103;AUG/2020;4;92
820;ART3;112;SEP/2020;4;70
712;ELE4;141;SEP/2020;6;42
396;ROB5;133;SEP/2020;4;74
920;CS1;132;NOV/2020;2;90
879;PHY2;122;JAN/2020;6;36
291;ART3;133;FEB/2020;4;55
393;ELE4;101;MAR/2020;5;77
188;ROB5;127;APR/2020;2;58
955;CS1;147;MAY/2020;5;59
272;PHY2;123;JUN/2020;2;87
594;ART3;101;JUL/2020;6;80
643;ELE4;140;AUG/2020;4;74
951;ROB5;147;SEP/2020;6;79
630;CS1;131;SEP/2020;4;99
210;PHY2;137;SEP/2020;2;68
606;ART3;115;NOV/2020;2;56
707;ELE4;116;JAN/2020;2;76
779;ROB5;140;FEB/2020;2;72
602;CS1;116;MAR/2020;5;53
160;PHY2;122;APR/2020;3;65
332;ART3;118;MAY/2020;6;35
933;ELE4;121;JUN/2020;5;95
851;ROB5;148;JUL/2020;4;47
273;CS1;105;AUG/2020;6;38
559;PHY2;123;SEP/2020;4;35
459;ART3;147;SEP/2020;6;39
754;ELE4;148;SEP/2020;2;40
930;ROB5;133;NOV/2020;2;88
862;CS1;127;JAN/2020;5;94
842;PHY2;101;FEB/2020;4;75
928;ART3;149;MAR/2020;3;85
520;ELE4;113;APR/2020;5;100
291;ROB5;117;MAY/2020;3;77
250;CS1;140;JUN/2020;6;40
444;PHY2;108;JUL/2020;2;68
516;ART3;113;AUG/2020;2;35
578;ELE4;118;SEP/2020;2;85
808;ROB5;141;SEP/2020;3;64
559;CS1;125;SEP/2020;3;100
626;PHY2;143;NOV/2020;5;51
261;ART3;145;JAN/2020;3;43
278;ELE4;106;FEB/2020;5;92
594;ROB5;101;MAR/2020;6;71
142;CS1;136;APR/2020;4;78
968;PHY2;123;MAY/2020;3;42
938;ART3;110;JUN/2020;4;81
798;ELE4;113;JUL/2020;5;89
536;ROB5;109;AUG/2020;5;68
231;CS1;125;SEP/2020;5;75
172;PHY2;139;SEP/2020;3;85
958;ART3;131;SEP/2020;6;83
781;ELE4;106;NOV/2020;6;100
950;ROB5;117;JAN/2020;5;62
962;CS1;132;FEB/2020;5;85
602;PHY2;140;MAR/2020;4;96
209;ART3;126;APR/2020;5;98
199;ELE4;128;MAY/2020;6;60
489;ROB5;114;JUN/2020;3;39
341;CS1;121;JUL/2020;6;63
376;PHY2;134;AUG/2020;3;69
972;ART3;128;SEP/2020;6;44
431;ELE4;133;SEP/2020;2;76
310;ROB5;125;SEP/2020;4;83
997;CS1;105;NOV/2020;4;80
572;PHY2;121;JAN/2020;6;66
775;ART3;129;FEB/2020;4;46
645;ELE4;106;MAR/2020;6;56
268;ROB5;109;APR/2020;6;35
146;CS1;110;MAY/2020;6;45
930;PHY2;117;JUN/2020;4;76
856;ART3;101;JUL/2020;4;64
950;ELE4;115;AUG/2020;3;46
753;ROB5;120;SEP/2020;2;79
545;CS1;103;SEP/2020;3;91
344;PHY2;123;SEP/2020;3;51
165;ART3;147;NOV/2020;4;75
794;ELE4;138;JAN/2020;4;51
430;ROB5;102;FEB/2020;4;64
504;CS1;139;MAR/2020;3;65
233;PHY2;104;APR/2020;2;42
659;ART3;115;MAY/2020;2;83
488;ELE4;149;JUN/2020;2;100
780;ROB5;121;JUL/2020;4;44
527;CS1;141;AUG/2020;6;58
638;PHY2;148;SEP/2020;6;98
449;ART3;109;SEP/2020;6;58
805;ELE4;135;SEP/2020;5;42
478;ROB5;144;NOV/2020;4;68
661;CS1;149;JAN/2020;4;87
303;PHY2;137;FEB/2020;3;59
985;ART3;138;MAR/2020;6;61
682;ELE4;133;APR/2020;2;83
492;ROB5;108;MAY/2020;5;82
852;CS1;124;JUN/2020;5;78
184;PHY2;124;JUL/2020;5;64
767;ART3;116;AUG/2020;6;92
851;ELE4;106;SEP/2020;3;43
351;ROB5;148;SEP/2020;3;85
831;CS1;131;SEP/2020;4;53
761;PHY2;143;NOV/2020;4;83
497;ART3;143;JAN/2020;4;43
270;ELE4;117;FEB/2020;6;66
350;ROB5;137;MAR/2020;6;62
123;CS1;135;APR/2020;5;93
533;PHY2;132;MAY/2020;5;40
841;ART3;113;JUN/2020;2;61
798;ELE4;123;JUL/2020;4;86
264;ROB5;107;AUG/2020;3;95
175;CS1;115;SEP/2020;3;73
340;PHY2;128;SEP/2020;6;83
330;ART3;130;SEP/2020;3;54
241;ELE4;114;NOV/2020;6;43
639;ROB5;137;JAN/2020;2;54
335;CS1;140;FEB/2020;2;64
176;PHY2;117;MAR/2020;2;75
443;ART3;139;APR/2020;5;93
502;ELE4;133;MAY/2020;2;39
279;ROB5;106;JUN/2020;4;60
631;CS1;130;JUL/2020;4;55
337;PHY2;105;AUG/2020;6;47
969;ART3;139;SEP/2020;5;42
776;ELE4;128;SEP/2020;5;35
881;ROB5;115;SEP/2020;4;65
620;CS1;139;NOV/2020;4;35
820;PHY2;108;JAN/2020;4;52
676;ART3;128;FEB/2020;5;95
421;ELE4;135;MAR/2020;3;68
324;ROB5;146;APR/2020;5;93
361;CS1;101;MAY/2020;6;59
153;PHY2;115;JUN/2020;4;42
712;ART3;150;JUL/2020;5;70
126;ELE4;135;AUG/2020;4;50
458;ROB5;135;SEP/2020;5;91
311;CS1;105;SEP/2020;4;37
342;PHY2;129;SEP/2020;2;97
612;ART3;121;NOV/2020;6;94
674;ELE4;145;JAN/2020;3;54
674;ROB5;127;FEB/2020;2;47
314;CS1;139;MAR/2020;2;57
455;PHY2;115;APR/2020;6;61
588;ART3;123;MAY/2020;6;46
400;ELE4;130;JUN/2020;6;83
143;ROB5;111;JUL/2020;2;36
334;CS1;138;AUG/2020;3;70
216;PHY2;108;SEP/2020;2;82
979;ART3;142;SEP/2020;3;74
480;ELE4;138;SEP/2020;6;76
465;ROB5;137;NOV/2020;6;72
908;CS1;101;JAN/2020;2;97
963;PHY2;113;FEB/2020;3;68
142;ART3;140;MAR/2020;6;50
294;ELE4;110;APR/2020;6;85
872;ROB5;139;MAY/2020;6;73
270;CS1;117;JUN/2020;6;71
574;PHY2;117;JUL/2020;6;86
779;ART3;145;AUG/2020;4;80
141;ELE4;134;SEP/2020;6;63
122;ROB5;143;SEP/2020;2;87
210;CS1;129;SEP/2020;5;97
746;PHY2;107;NOV/2020;3;73
182;ART3;131;JAN/2020;6;72
864;ELE4;129;FEB/2020;3;48
773;ROB5;143;MAR/2020;3;50
332;CS1;150;APR/2020;5;77
359;PHY2;135;MAY/2020;6;86
814;ART3;107;JUN/2020;5;85
777;ELE4;122;JUL/2020;4;75
295;ROB5;117;AUG/2020;3;66
722;CS1;134;SEP/2020;2;42
184;PHY2;124;SEP/2020;3;99
949;ART3;127;SEP/2020;5;54
327;ELE4;120;NOV/2020;6;53
750;ROB5;116;JAN/2020;3;69
641;CS1;128;FEB/2020;2;55
475;PHY2;114;MAR/2020;6;45
417;ART3;116;APR/2020;4;53
828;ELE4;122;MAY/2020;6;75
950;ROB5;134;JUN/2020;4;51
657;CS1;136;JUL/2020;5;46
327;PHY2;141;AUG/2020;5;95
584;ART3;135;SEP/2020;2;68
836;ELE4;103;SEP/2020;4;50
290;ROB5;146;SEP/2020;4;75
315;CS1;111;NOV/2020;2;51
835;PHY2;123;JAN/2020;4;90
932;ART3;100;FEB/2020;2;46
261;ELE4;110;MAR/2020;2;49
868;ROB5;124;APR/2020;6;38
622;CS1;103;MAY/2020;4;95
160;PHY2;117;JUN/2020;3;90
751;ART3;107;JUL/2020;3;37
991;ELE4;131;AUG/2020;3;53
539;ROB5;116;SEP/2020;4;83
886;CS1;118;SEP/2020;5;90
481;PHY2;102;SEP/2020;2;62
896;ART3;147;NOV/2020;2;46
246;ELE4;118;JAN/2020;3;74
715;ROB5;109;FEB/2020;4;70
240;CS1;101;MAR/2020;6;73
552;PHY2;144;APR/2020;5;72
491;ART3;136;MAY/2020;4;52
150;ELE4;132;JUN/2020;5;69
368;ROB5;124;JUL/2020;6;52
831;CS1;135;AUG/2020;2;38
207;PHY2;144;SEP/2020;2;81
497;ART3;111;SEP/2020;3;97
723;ELE4;123;SEP/2020;4;37
526;ROB5;128;NOV/2020;2;55
816;CS1;142;JAN/2020;4;78
542;PHY2;104;FEB/2020;3;64
897;ART3;104;MAR/2020;5;80
452;ELE4;128;APR/2020;5;43
211;ROB5;116;MAY/2020;2;67
559;CS1;138;JUN/2020;5;38
217;PHY2;101;JUL/2020;6;54
721;ART3;109;AUG/2020;6;88
250;ELE4;150;SEP/2020;4;97
599;ROB5;144;SEP/2020;4;70
693;CS1;109;SEP/2020;4;57
612;PHY2;137;NOV/2020;3;45
317;ART3;106;JAN/2020;5;58
708;ELE4;147;FEB/2020;2;86
764;ROB5;103;MAR/2020;3;61
598;CS1;106;APR/2020;4;87
806;PHY2;126;MAY/2020;5;71
828;ART3;139;JUN/2020;5;75
975;ELE4;133;JUL/2020;5;43
679;ROB5;131;AUG/2020;3;47
767;CS1;140;SEP/2020;2;53
823;PHY2;109;SEP/2020;6;78
456;ART3;147;SEP/2020;2;75
870;ELE4;148;NOV/2020;6;94
969;ROB5;144;JAN/2020;4;57
191;CS1;114;FEB/2020;3;79
833;PHY2;139;MAR/2020;2;37
693;ART3;126;APR/2020;2;79
241;ELE4;142;MAY/2020;5;53
598;ROB5;146;JUN/2020;6;90
952;CS1;131;JUL/2020;2;89
828;PHY2;141;AUG/2020;4;71
810;ART3;102;SEP/2020;5;84
907;ELE4;144;SEP/2020;6;72
819;ROB5;122;SEP/2020;2;36
160;CS1;143;NOV/2020;4;99
634;PHY2;133;JAN/2020;6;57
416;ART3;114;FEB/2020;4;57
854;ELE4;127;MAR/2020;4;46
392;ROB5;108;APR/2020;4;97
126;CS1;110;MAY/2020;2;55
893;PHY2;127;JUN/2020;6;92
476;ART3;131;JUL/2020;4;61
658;ELE4;122;AUG/2020;4;35
361;ROB5;142;SEP/2020;3;67
637;CS1;127;SEP/2020;3;69
983;PHY2;132;SEP/2020;6;36
587;ART3;141;NOV/2020;4;62
403;ELE4;124;JAN/2020;6;56
812;ROB5;129;FEB/2020;6;96
579;CS1;101;MAR/2020;6;57
582;PHY2;102;APR/2020;3;42
485;ART3;132;MAY/2020;3;38
223;ELE4;116;JUN/2020;6;90
889;ROB5;133;JUL/2020;6;36
643;CS1;102;AUG/2020;5;95
718;PHY2;110;SEP/2020;4;90
558;ART3;131;SEP/2020;3;54
215;ELE4;104;SEP/2020;3;73
904;ROB5;119;NOV/2020;2;58
269;CS1;141;JAN/2020;2;55
976;PHY2;116;FEB/2020;5;90
989;ART3;137;MAR/2020;6;69
721;ELE4;110;APR/2020;2;94
144;ROB5;112;MAY/2020;5;90
463;CS1;147;JUN/2020;2;54
371;PHY2;106;JUL/2020;4;68
362;ART3;103;AUG/2020;3;89
157;ELE4;124;SEP/2020;3;56
317;ROB5;114;SEP/2020;2;59
427;CS1;111;SEP/2020;6;51
360;PHY2;114;NOV/2020;6;55
396;ART3;132;JAN/2020;3;82
925;ELE4;149;FEB/2020;5;96
566;ROB5;139;MAR/2020;2;61
767;CS1;102;APR/2020;3;59
476;PHY2;128;MAY/2020;3;100
465;ART3;100;JUN/2020;6;41
555;ELE4;137;JUL/2020;2;46
759;ROB5;103;AUG/2020;2;94
596;CS1;123;SEP/2020;6;98
475;PHY2;103;SEP/2020;2;98
190;ART3;137;SEP/2020;5;98
852;ELE4;107;NOV/2020;6;70
368;ROB5;104;JAN/2020;2;61
774;CS1;148;FEB/2020;2;49
546;PHY2;125;MAR/2020;2;80
971;ART3;108;APR/2020;4;86
366;ELE4;149;MAY/2020;5;43
346;ROB5;132;JUN/2020;4;54
982;CS1;130;JUL/2020;2;41
226;PHY2;148;AUG/2020;6;83
539;ART3;106;SEP/2020;5;60
164;ELE4;136;SEP/2020;5;66
429;ROB5;144;SEP/2020;5;96
634;CS1;133;NOV/2020;5;51
442;PHY2;150;JAN/2020;5;40
287;ART3;114;FEB/2020;4;72
726;ELE4;111;MAR/2020;2;95
863;ROB5;147;APR/2020;3;78
838;CS1;134;MAY/2020;2;62
694;PHY2;105;JUN/2020;6;61
747;ART3;111;JUL/2020;4;70
216;ELE4;135;AUG/2020;6;88
814;ROB5;126;SEP/2020;5;60
892;CS1;123;SEP/2020;4;37
671;PHY2;150;SEP/2020;6;99
723;ART3;135;NOV/2020;6;96
765;ELE4;148;JAN/2020;5;74
560;ROB5;108;FEB/2020;5;85
644;CS1;146;MAR/2020;4;64
595;PHY2;128;APR/2020;6;67
897;ART3;132;MAY/2020;5;37
763;ELE4;110;JUN/2020;6;81
582;ROB5;130;JUL/2020;3;93
178;CS1;136;AUG/2020;5;41
197;PHY2;147;SEP/2020;2;41
810;ART3;133;SEP/2020;5;57
672;ELE4;135;SEP/2020;5;39
159;ROB5;141;NOV/2020;6;60
817;CS1;130;JAN/2020;5;67
181;PHY2;109;FEB/2020;6;76
310;ART3;150;MAR/2020;2;100
583;ELE4;102;APR/2020;2;86
337;ROB5;100;MAY/2020;3;76
588;CS1;138;JUN/2020;4;96
430;PHY2;114;JUL/2020;3;82
227;ART3;142;AUG/2020;2;65
229;ELE4;114;SEP/2020;3;83
520;ROB5;150;SEP/2020;5;76
687;CS1;128;SEP/2020;5;65
364;PHY2;128;NOV/2020;6;39
402;ART3;107;JAN/2020;6;60
707;ELE4;142;FEB/2020;5;71
918;ROB5;103;MAR/2020;2;49
804;CS1;126;APR/2020;4;75
957;PHY2;137;MAY/2020;3;93
279;ART3;133;JUN/2020;4;37
157;ELE4;127;JUL/2020;2;68
325;ROB5;107;AUG/2020;2;48
818;CS1;150;SEP/2020;6;37
241;PHY2;139;SEP/2020;6;94
830;ART3;115;SEP/2020;4;86
159;ELE4;111;NOV/2020;3;97
866;ROB5;104;JAN/2020;4;87
336;CS1;123;FEB/2020;3;94
612;PHY2;136;MAR/2020;4;95
193;ART3;122;APR/2020;6;73
357;ELE4;122;MAY/2020;3;44
540;ROB5;114;JUN/2020;4;47
255;CS1;117;JUL/2020;6;50
916;PHY2;102;AUG/2020;6;60
544;ART3;136;SEP/2020;5;38
429;ELE4;149;SEP/2020;4;55
873;ROB5;122;SEP/2020;6;90
776;CS1;132;NOV/2020;4;89
680;PHY2;122;JAN/2020;4;76
483;ART3;128;FEB/2020;3;40
117;ELE4;113;MAR/2020;2;57
189;ROB5;112;APR/2020;3;60
324;CS1;130;MAY/2020;6;48
367;PHY2;113;JUN/2020;3;37
285;ART3;136;JUL/2020;5;90
954;ELE4;124;AUG/2020;5;51
326;ROB5;144;SEP/2020;2;84
941;CS1;113;SEP/2020;5;92
935;PHY2;133;SEP/2020;6;64
627;ART3;150;NOV/2020;5;39
223;ELE4;144;JAN/2020;3;47
557;ROB5;128;FEB/2020;5;56
736;CS1;136;MAR/2020;2;38
292;PHY2;141;APR/2020;4;74
607;ART3;147;MAY/2020;3;39
474;ELE4;131;JUN/2020;4;40
907;ROB5;134;JUL/2020;5;63
993;CS1;117;AUG/2020;5;66
110;PHY2;144;SEP/2020;3;37
964;ART3;149;SEP/2020;5;44
809;ELE4;120;SEP/2020;2;89
973;ROB5;150;NOV/2020;4;91
946;CS1;127;JAN/2020;3;89
246;PHY2;142;FEB/2020;3;45
519;ART3;119;MAR/2020;3;87
461;ELE4;123;APR/2020;4;43
993;ROB5;106;MAY/2020;4;92
293;CS1;125;JUN/2020;2;60
952;PHY2;130;JUL/2020;5;64
969;ART3;142;AUG/2020;5;69
721;ELE4;110;SEP/2020;6;70
177;ROB5;140;SEP/2020;2;62
179;CS1;115;SEP/2020;6;41
444;PHY2;105;NOV/2020;6;91
245;ART3;139;JAN/2020;2;37
790;ELE4;117;FEB/2020;3;75
776;ROB5;100;MAR/2020;3;44
922;CS1;134;APR/2020;5;36
449;PHY2;144;MAY/2020;5;88
702;ART3;147;JUN/2020;3;58
781;ELE4;113;JUL/2020;3;71
343;ROB5;115;AUG/2020;6;87
529;CS1;110;SEP/2020;5;78
684;PHY2;124;SEP/2020;5;92
178;ART3;141;SEP/2020;2;59
462;ELE4;140;NOV/2020;5;55
490;ROB5;117;JAN/2020;5;62
278;CS1;121;FEB/2020;5;39
885;PHY2;122;MAR/2020;2;100
724;ART3;119;APR/2020;3;85
978;ELE4;149;MAY/2020;5;54
333;ROB5;120;JUN/2020;4;86
684;CS1;112;JUL/2020;2;58
141;PHY2;143;AUG/2020;6;94
871;ART3;134;SEP/2020;2;79
288;ELE4;128;SEP/2020;2;38
432;ROB5;132;SEP/2020;4;97
418;CS1;107;NOV/2020;4;82
283;PHY2;141;JAN/2020;2;91
513;ART3;107;FEB/2020;2;96
729;ELE4;132;MAR/2020;6;87
896;ROB5;147;APR/2020;2;97
447;CS1;147;MAY/2020;3;98
300;PHY2;125;JUN/2020;6;46
172;ART3;149;JUL/2020;4;40
144;ELE4;122;AUG/2020;2;79
904;ROB5;108;SEP/2020;5;94
920;CS1;131;SEP/2020;2;68
149;PHY2;126;SEP/2020;6;98
146;ART3;124;NOV/2020;3;86
771;ELE4;114;JAN/2020;5;73
725;ROB5;100;FEB/2020;6;93
431;CS1;127;MAR/2020;4;91
964;PHY2;135;APR/2020;3;76
915;ART3;135;MAY/2020;3;38
708;ELE4;105;JUN/2020;3;43
403;ROB5;106;JUL/2020;2;98
690;CS1;139;AUG/2020;5;65
306;PHY2;107;SEP/2020;4;93
319;ART3;142;SEP/2020;3;82
990;ELE4;130;SEP/2020;6;57
256;ROB5;106;NOV/2020;2;99
473;CS1;113;JAN/2020;5;78
139;PHY2;102;FEB/2020;3;98
524;ART3;102;MAR/2020;6;45
955;ELE4;122;APR/2020;4;87
546;ROB5;140;MAY/2020;4;69
198;CS1;147;JUN/2020;6;41
302;PHY2;142;JUL/2020;5;64
513;ART3;139;AUG/2020;4;100
401;ELE4;147;SEP/2020;6;90
666;ROB5;107;SEP/2020;6;40
489;CS1;111;SEP/2020;4;39
761;PHY2;117;NOV/2020;2;66
676;ART3;101;JAN/2020;3;40
881;ELE4;110;FEB/2020;5;47
316;ROB5;148;MAR/2020;3;53
372;CS1;102;APR/2020;6;76
112;PHY2;125;MAY/2020;5;76
745;ART3;126;JUN/2020;5;44
315;ELE4;102;JUL/2020;2;56
997;ROB5;132;AUG/2020;3;70
548;CS1;111;SEP/2020;4;95
466;PHY2;124;SEP/2020;2;53
749;ART3;123;SEP/2020;6;88
261;ELE4;124;NOV/2020;6;77
247;ROB5;150;JAN/2020;5;66
862;CS1;120;FEB/2020;4;44
286;PHY2;147;MAR/2020;5;97
850;ART3;109;APR/2020;5;100
281;ELE4;127;MAY/2020;3;50
215;ROB5;127;JUN/2020;6;45
762;CS1;139;JUL/2020;4;82
177;PHY2;133;AUG/2020;3;87
139;ART3;130;SEP/2020;4;94
688;ELE4;139;SEP/2020;2;77
494;ROB5;145;SEP/2020;5;92
628;CS1;105;NOV/2020;3;84
995;PHY2;126;JAN/2020;3;61
482;ART3;130;FEB/2020;3;97
874;ELE4;126;MAR/2020;2;77
384;ROB5;123;APR/2020;6;67
907;CS1;144;MAY/2020;5;68
967;PHY2;126;JUN/2020;4;37
618;ART3;125;JUL/2020;3;79
333;ELE4;133;AUG/2020;4;93
366;ROB5;138;SEP/2020;6;70
